_pkey,excessFee,rrp,balanceRRP,oldBalanceRRP,productName,productDesc,coverage,productCode,policyStartDate,policyEndDate,policyStatus,retailerName,deviceType,make,model,purchaseDate,deviceCost,relationship,channel,claimType,country,status,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,issueDesc,approved,rrp_minus_balance,fee_to_rrp,coverage_duration_days,purchase_to_policy_end_days,days_after_policy_anchor_to_end,coverage_duration_tier,symptom_count,issueDesc_en,_wc_issue_en,persona
1194,619.0,18407.0,18407.0,18407.0,SE_VOLUNTARY_ADLD+THEFT_12M_MONTHLY_SMARTPHONE_36MTHPID,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT1208,18/10/2023,18/10/2024,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA119,18/10/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"*** var pÃ¥ vÃ¤g *** frÃ¥n jobbet, snubblade ***  in i gruset framfÃ¶r huset och fÃ¶ll pÃ¥ gruset och stenen.\nSedan tog *** upp telefonen ur fickan och **** att *** var trasig och att skÃ¤rmen **** fungerade , och sprickor pÃ¥ baksidan av telefonen",1,0.0,0.033628510892595206,366.0,366.0,366.0,tier_appx_12mo,5,"*** was on the way *** from work, stumbled *** into the gravel in front of the house and fell on the gravel and stone.
Then took *** up the phone from pocket and **** that *** was broken and that the screen **** worked, and cracks on the back of the phone",53,The Professional (Workplace Accident)
1195,619.0,19490.0,19490.0,19490.0,SE_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1203,2024-01-05 00:00:00,2025-01-05 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA247,2024-01-05 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"My mobile was by mistake  placed into a pressing machine by a **** personnel, which they use to compress cardboard boxes. The pressure was so intense that the glass back of the phone is completely shattered and is not possible to hold the phone without the cover. The camera **** is also cracked. More importantly, the phone is turning off and restarting by itself, which never happened before which I believe is due to the intense pressure that it applied to it in the crushing machine. The screen, which appears uncracked, suddenly turns black for a few seconds before coming back on. I bought this phone exactly  ****************, and it was very fast, but since this incident, it has noticeably slowed down.",1,0.0,0.03175987685992817,366.0,366.0,366.0,tier_appx_12mo,5,"My mobile was by mistake placed into a pressing machine by a **** personnel, which they use to compress cardboard boxes. The pressure was so intense that the glass back of the phone is completely shattered and is not possible to hold the phone without the cover. The camera **** is also cracked. More importantly, the phone is turning off and restarting by itself, which never happened before which I believe is due to the intense pressure that it applied to it in the crushing machine. The screen, which appears uncracked, suddenly turns black for a few seconds before coming back on. I bought this phone exactly ****************, and it was very fast, but since this incident, it has noticeably slowed down.",122,The Professional (Workplace Accident)
1196,619.0,12290.0,12290.0,12290.0,SE_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1203,2024-10-06 00:00:00,2025-10-06 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA236,2024-10-06 00:00:00,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Telefonen Ã¤r kÃ¶pt till *** 13 Ã¥riga son. *** tappade telefonen pÃ¥ golvet i sitt ***. Efter att *** tappat telefonen tappar *** kontakt med simkortet. Telefonen *** **** laddas med sladd, det gÃ¥r endast med laddplatta. SkÃ¤rmskyddet Ã¤r skadat, osÃ¤ker pÃ¥ om skÃ¤rmen Ã¤r skadad.",0,0.0,0.05036615134255492,365.0,365.0,365.0,tier_appx_12mo,6,"The phone is bought to *** 13 year old son. *** dropped the phone on the floor in his ***. After *** dropped the phone loses *** contact with the sim card. The phone *** **** charged with cord, it goes only with charging plate. The screen protector is damaged, unsure if the screen is damaged.",56,The Family/Pet Owner (Chaos Damage)
1197,619.0,13942.0,13942.0,13942.0,SE_VOLUNTARY_ADLD_12M_MONTHLY_SMARTPHONE_UPSELL,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1221,24/11/2023,24/11/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA156,24/11/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"*** anvÃ¤nde telefonen och tappade *** pÃ¥ asfalt nÃ¤r *** klev ur ***** ***** i Sundbyberg, starrbÃ¤cksgatan.\nDen gled ur fickan och skÃ¤rmen sprack pÃ¥ framsidan\n",1,0.0,0.044398221202123084,366.0,366.0,366.0,tier_appx_12mo,6,"*** was using the phone and dropped *** on asphalt when *** stepped out of ***** ***** in Sundbyberg, starrbäcksgatan.
It slipped out of pocket and the screen cracked on the front side",33,The Commuter (Transit Damage)
1198,369.0,2217.0,2217.0,2217.0,SE_VOLUNTARY_ADLD_12M_MONTHLY_SMARTPHONE_36MTHPID,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1226,30/07/2024,30/07/2025,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA232,30/07/2024,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"*** snubblade och fÃ¶ll med telefonen i handen. Trots att telefonen var i ett skyddande fodral, resulterade ***** i strukturella skador pÃ¥ telefonens ****** och att skÃ¤rmen *** lossnat frÃ¥n sin plats.",1,0.0,0.16644113667117727,365.0,365.0,365.0,tier_appx_12mo,3,"*** stumbled and fell with the phone in hand. Despite that the phone was in a protective case, resulted ***** in structural damage to the phone's ****** and that the screen *** loosened from its place.",36,The Clumsy Dropper (Standard Accidental)
1199,619.0,19490.0,19490.0,19490.0,SE_MANDATORY_ADLD_12M_MONTHLY_SMARTPHONE_12MTHFOC_REDEMPTION,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1234,2024-07-02 00:00:00,2025-07-02 00:00:00,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA208,2024-07-02 00:00:00,0,self,Email,Accidental Damage,SE,Declined,,,,,,,,,,,,,"**** glÃ¶mt mobilen pÃ¥ taket pÃ¥ *** bil.\nKom Ã¤nda ut pÃ¥ E18, och hÃ¶rde och sÃ¥g i backspegeln att *** glÃ¶mt *** och *** fÃ¶ll handlÃ¶st i vÃ¤gen. \nJag stannar pÃ¥ vÃ¤grenen till motorvÃ¤gen och gÃ¥r tillbaka fÃ¶r se om *** *** fÃ¥ *** pÃ¥  ***. Hittar **** ett tomt fodral ock ett trasigt bakstycke + totaltkvaddat glas.\nPÃ¥kÃ¶rd av flera bilar. SÃ¥g inget innandÃ¶mme sÃ¥ inget *** ******.\nJag *** pÃ¥ eftermiddagen fixat nytt *** med ***** nummer *** tidigare. Nu anvÃ¤nder *** det i *** gamla S21 a.",0,0.0,0.03175987685992817,365.0,365.0,365.0,tier_appx_12mo,0,"**** forgotten the mobile on the roof of *** car.
Came all the way out on E18, and heard and saw in the rearview mirror that *** forgotten *** and *** fell helplessly in the road. 
I stop on the shoulder of the motorway and go back to see if *** *** get *** on ***. Find **** an empty case and a broken back piece + totally smashed glass.
Run over by several cars. Saw no interior so nothing *** ******.
I *** in the afternoon fixed new *** with ***** number *** earlier. Now uses *** it in *** old S21 a.",104,The Clumsy Dropper (Standard Accidental)
1200,619.0,19490.0,19490.0,19490.0,SE_VOLUNTARY_ADLD_12M_MONTHLY_SMARTPHONE_6MTHFOC,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1235,2024-08-06 00:00:00,2025-08-06 00:00:00,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA208,2024-08-06 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"*** tappade ett tungt fÃ¶remÃ¥l pÃ¥ mobilen, tyvÃ¤rr sÃ¥ blev det en skada pÃ¥ skÃ¤rmen, sÃ¥vitt *** *** se fungerar mobilen i Ã¶vrigt. *** **** testat ****** o Ã¶vriga saker *** *** gÃ¥r att ringa pÃ¥.",1,0.0,0.03175987685992817,365.0,365.0,365.0,tier_appx_12mo,5,"*** dropped a heavy object on the mobile, unfortunately it became damage on the screen, as far as *** *** see the mobile works otherwise. *** **** tested ****** and other things *** *** possible to call on.",38,The Clumsy Dropper (Standard Accidental)
1201,619.0,15500.01,15500.01,15500.01,SE_ADLD_12M_UPFRONT_TABLET,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1204,2024-11-06 00:00:00,2025-11-06 00:00:00,Active,WUAWEI eStore,TABLET,WUAWEI,WUAWEI-AAA248,2024-11-06 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"The tablet was on my living room working table. What I could think of, is perhaps someone has put something on the top of it which damaged the screen (cracked screen). With the cracked display, it is at this moment difficult to say whether other functionalities are okay (e.g. camera and *****).",1,0.0,0.03993545810615606,365.0,365.0,365.0,tier_appx_12mo,1,"The tablet was on my living room working table. What I could think of, is perhaps someone has put something on the top of it which damaged the screen (cracked screen). With the cracked display, it is at this moment difficult to say whether other functionalities are okay (e.g. camera and *****).",52,The Clumsy Dropper (Standard Accidental)
1202,619.0,19490.0,19490.0,19490.0,SE_MANDATORY_ADLD_12M_MONTHLY_SMARTPHONE_12MTHFOC_REDEMPTION,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1234,20/02/2024,20/02/2025,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA208,20/02/2024,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,****** pÃ¥ parkeringen och ska gÃ¥ ut frÃ¥n *****. *** **** mobilen i handen och tappade *** i ******. SkÃ¤rmen sprack och sjÃ¤lva ***** runt Ã¤r skadad  mvh ******* ,1,0.0,0.03175987685992817,366.0,366.0,366.0,tier_appx_12mo,6,****** at the parking lot and going to go out from *****. *** **** the mobile in hand and dropped *** in ******. The screen cracked and the actual ***** around is damaged mvh *******,35,The Commuter (Transit Damage)
1203,1149.0,12990.0,9342.37,9342.37,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD24,22/08/2022,22/08/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA86,22/08/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Trasig baksida och spricka samt svart flÃ¤ck pÃ¥ display efter ett **** fall ner pÃ¥ kÃ¶ksÃ¶n. Mobilen *** ocksÃ¥ boot virus *** ****** tillbaka efter tidigare rensning hos ******. Viruset gÃ¥r **** att ta **** med systemÃ¥terstÃ¤llning och ****** tillbaka nÃ¥r mobilen uppdateras. Filer/konstiga appar gÃ¥r **** att ta **** samt Ã¤ndras instÃ¤llningar **** tiden. Ibland gÃ¥r mobilen **** att anvÃ¤nda. **** konton loggas ut om och om. FÃ¥r **** sms ibland och frÃ¤mmande samtal *** gjorts frÃ¥n *** mobil,1,3647.629999999999,0.0884526558891455,731.0,731.0,731.0,tier_appx_24mo,6,Broken back and crack and black spot on display after a **** fall down on the kitchen island. The mobile *** also boot virus *** ****** back after earlier cleaning at ******. The virus goes **** to take **** with system restore and ****** back when the mobile updates. Files/strange apps go **** to take **** and changed settings **** the time. Sometimes goes the mobile **** to use. **** accounts logged out over and over. Get **** sms sometimes and strange calls *** made from *** mobile,88,The Clumsy Dropper (Standard Accidental)
1204,619.0,16174.0,12753.84,12753.84,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT12,22/05/2024,22/05/2025,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA137,22/05/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,*** tappade telefonen nÃ¤r *** skulle ta nÃ¥gra bilder i ************ *** gled ur *** hand och fÃ¶ll ner i backen. SkÃ¤rmen sprack och touchen slutade fungera.,1,3420.16,0.038271299616668725,365.0,731.0,365.0,tier_appx_12mo,5,*** dropped the phone when *** was going to take some pictures in ************ *** slipped out of *** hand and fell down in the ground. The screen cracked and the touch stopped working.,34,The Active/Sporty (Action Damage)
1205,1149.0,15729.81,15729.81,15729.81,SE_VOLUNTARY_ADLD_12M_MONTHLY_SMARTPHONE_36MTHPID,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1226,21/09/2023,21/09/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA196,21/09/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,"*** tappade *** telefon nÃ¤r *** var *** och gick. *** fÃ¶ll ur *** hand och slog i ******. Telefonen startar fortfarande, *** skÃ¤rmen Ã¤r sprucken och touch-funktionen fungerar **** korrekt, vilket gÃ¶r det svÃ¥rt att anvÃ¤nda ***. *** *** fÃ¶rsÃ¶kt anvÃ¤nda ***, *** skÃ¤rmen fastnar och reagerar **** *** *** ska",1,0.0,0.07304601899196494,366.0,366.0,366.0,tier_appx_12mo,3,"*** dropped *** phone when *** was *** and walked. *** fell out of *** hand and hit ******. The phone starts still, *** the screen is cracked and touch-function works **** correctly, which makes it difficult to use ***. *** *** tried to use ***, *** the screen gets stuck and reacts **** *** *** should",57,The Active/Sporty (Action Damage)
1206,619.0,19490.0,19490.0,19490.0,SE_MANDATORY_ADLD_12M_MONTHLY_SMARTPHONE_12MTHFOC_REDEMPTION,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1234,21/02/2024,21/02/2025,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA237,21/02/2024,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,*** **** mobilen i jackfickan medans *** bÃ¤rde upp ett sÃ¤ngbord fÃ¶r 3 spiraltrappor och nÃ¤r *** kom *** sÃ¥ mÃ¤rkte *** efter att *** tog ut mobilen ur jackan att glaset fÃ¶r en av ******* bak var trasig.\nVet **** med helt sÃ¤kerhet *** tror att en **** pÃ¥ sÃ¤ngbordet nÃ¤r *** bÃ¤rde *** gick emot mobilen **** i jackfickan.,1,0.0,0.03175987685992817,366.0,366.0,366.0,tier_appx_12mo,6,"*** **** the mobile in the jacket pocket while *** carried up a bedside table for 3 spiral stairs and when *** came *** so noticed *** after that *** took out the mobile from the jacket that the glass for one of ******* back was broken.
Knows **** with complete certainty *** think that a **** on the bedside table when *** carried *** went against the mobile **** in the jacket pocket.",74,The Professional (Workplace Accident)
1207,619.0,15490.0,15490.0,15490.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD24,19/12/2022,19/12/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA19,19/12/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Haft storrenovering och i samband med ***** tappade *** telefonen troligen nÃ¤r *** vart uppe pÃ¥ taket och ner mot betongplattor mm.. Efter mycket letande hittades *** rÃ¤tt skadad. *** gÃ¥tt och starta telefonen trots **** skador pÃ¥ telefonen.   ,1,0.0,0.039961265332472566,731.0,731.0,731.0,tier_appx_24mo,1,Had major renovation and in connection with ***** dropped *** phone probably when *** was up on the roof and down towards concrete slabs etc.. After much searching was found *** quite damaged. *** gone and start the phone despite **** damage on the phone.,45,The Professional (Workplace Accident)
1208,1039.0,22490.0,22490.0,22490.0,SE_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT1203,26/06/2024,26/06/2025,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA212,26/06/2024,0,self,Online Portal,Theft,SE,Declined,,,,,,,,,,,,, *** var och badade vid ***************. *** **** med *** en liten vÃ¤ska *** lÃ¥g pÃ¥ stranden dÃ¤r vi satt och haft **** vÃ¥ra grejer och saker i. NÃ¤r *** kom upp ur vattnet sÃ¥ **** nÃ¥gon tagit ***.\nJag **** mobilen **** i vÃ¤skan.,0,0.0,0.04619831036016007,365.0,365.0,365.0,tier_appx_12mo,0,"*** was and bathed at ***************. *** **** with *** a small bag *** lay on the beach where we sat and had **** our things and stuff in. When *** came up out of the water so **** someone taken ***.
I **** the mobile **** in the bag.",50,The Victim (Theft/Loss)
1209,0.0,249.0,249.0,249.0,SE_MANDATORY_ADLD_12M_UPFRONT_EARBUDS,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1242,18/07/2024,18/07/2025,Active,WUAWEI eStore,EARBUDS,WUAWEI,WUAWEI-AAA249,18/07/2024,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,"*** skulle byta Ã¶ronplupp pÃ¥ hÃ¶rlurarna och vet att det ska gÃ¥ att klicka av *** *** sitter och *** enkelt klicka pÃ¥ *** *** storleken (jobbar pÃ¥ ***** sÃ¥ *** ghjÃ¤lpt kunder med *****) *** dÃ¥ lossnade sjÃ¤lva gummidelen frÃ¥n pluppen (det sitter ju *** en hÃ¥rddel *** man klickar pÃ¥ o *** gummidelen *** Ã¤r Ã¶ver ***) och *** hÃ¥rda ***** sitter nu kvar pÃ¥ hÃ¶rluren och *** *** **** fÃ¥ **** *** Ã¶verhuvudtaget och gÃ¥r ej att sÃ¤tta pÃ¥ en ny plupp dÃ¥ *** **** passar pga att *** hÃ¥rde ***** sitter kvar, svÃ¥rt att fÃ¶rklara *** hoppas ni fÃ¶rstÃ¥r vad *** menar *** bild pÃ¥ *** oxÃ¥ samt hur det ser ut pÃ¥ de ***** plupparna",0,0.0,0.0,365.0,365.0,365.0,tier_appx_12mo,5,"*** was going to change ear tip on the headphones and know that it should be possible to click off *** *** sits and *** easily click on *** *** size (work at ***** so *** helped customers with *****) *** then loosened the rubber part itself from the tip (it sits *** a hard part *** one clicks on o *** rubber part *** is over ***) and *** hard ***** sits now left on the headphone and *** *** **** get **** *** at all and goes not to put on a new tip when *** **** fits because that *** hard ***** sits left, difficult to explain *** hope you understand what *** means *** picture on *** also as well as how it looks on the ***** tips",132,The Clumsy Dropper (Standard Accidental)
1210,1459.0,20462.31,20462.31,20462.31,SE_VOLUNTARY_ADLD_12M_MONTHLY_SMARTPHONE_UPSELL,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1221,2024-08-04 00:00:00,2025-08-04 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA80,2023-08-04 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,*** var ***** och skulle lÃ¤gga mobilen i laddning. RÃ¥kade tappa *** pÃ¥ golvet. StÃ¶rre skÃ¤rmen blev skadad och fick en vit linje Ã¶ver ******* direkt. Touchen funkar **** nu och ser vÃ¤ldigt konstigt ut. ,1,0.0,0.07130182271698551,365.0,731.0,365.0,tier_appx_12mo,4,*** was ***** and was going to put the mobile in charging. Happened to drop *** on the floor. Larger screen became damaged and got a white line across ******* directly. The touch works **** now and looks very strange.,40,The Clumsy Dropper (Standard Accidental)
1211,619.0,12490.0,11490.0,11490.0,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT12,2023-02-09 00:00:00,2024-02-09 00:00:00,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA112,2022-02-09 00:00:00,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Batteriet fungerar **** *** det ska lÃ¤ngre pÃ¥ *** telefon. Ã„ven ladduttaget glappar, dvs *** laddar **** *** *** ska utan man mÃ¥ste sÃ¤tta i laddaren flera gpnger och lÃ¤gga telefonen pÃ¥ ett speciellt sÃ¤tt. Sedan laddar batteriet ur jÃ¤tte snabbt. ",0,1000.0,0.04955964771817454,365.0,730.0,365.0,tier_appx_12mo,6,"The battery works **** *** it should longer on *** phone. Also the charging port wobbles, i.e. *** charges **** *** *** should without one must put in the charger several times and put the phone on a special way. Then the battery discharges very fast.",46,The Clumsy Dropper (Standard Accidental)
1212,59.0,849.0,849.0,849.0,NL_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1203,16/12/2021,16/12/2022,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA79,16/12/2021,0,self,Phone Call,Accidental Damage,NL,Declined,,,,,,,,,,,,,Forgot to select the pick up request for the customer as he is working form home,0,0.0,0.06949352179034157,365.0,365.0,365.0,tier_appx_12mo,0,Forgot to select the pick up request for the customer as he is working form home,16,The Professional (Workplace Accident)
1213,59.0,849.0,849.0,849.0,NL_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1203,16/12/2021,16/12/2022,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA79,16/12/2021,0,self,Phone Call,Accidental Damage,NL,Declined,,,,,,,,,,,,,Recreated to retest the live SO does not close with  ASC Dynafix In SEBN Recreated to retest the live SO does not close with  ASC Dynafix In SEBN,0,0.0,0.06949352179034157,365.0,365.0,365.0,tier_appx_12mo,0,Recreated to retest the live SO does not close with ASC Dynafix In SEBN Recreated to retest the live SO does not close with ASC Dynafix In SEBN,28,The Professional (Workplace Accident)
1214,35.0,199.0,199.0,199.0,NL_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT12,2022-03-01 00:00:00,2023-03-01 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA250,2022-03-01 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,**** is *** test case. Ik werk bij ********. Niet *** verpakte toestel openen i.o.m. *******.* Ik heb gisteren mijn toestel ***** ****** buiten tijdens *** wandelen. *testclaim* ,1,0.0,0.17587939698492464,365.0,365.0,365.0,tier_appx_12mo,5,**** is *** test case. Ik werk bij ********. Niet *** verpakte toestel openen i.o.m. *******.* Ik heb gisteren mijn toestel ***** ****** buiten tijdens *** wandelen. *testclaim*,28,The Active/Sporty (Action Damage)
1215,109.0,0.0,0.0,0.0,NL_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD1203,2022-04-01 00:00:00,2023-04-01 00:00:00,Active,WUAWEI eStore,,,WUAWEI-AAA175,2022-04-01 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Ik was *** beschermhoesje *** *** vervangen en er verscheen spontaan *** zwarte vlek op *** scherm. Er is **** abnormale kracht gebruikt oid. *** lijkt erop dat *** scherm reeds was beschadigd maar *** *** moeilijk bewijzen natuurlijk.,1,0.0,,365.0,365.0,365.0,tier_appx_12mo,5,Ik was *** beschermhoesje *** *** vervangen en er verscheen spontaan *** zwarte vlek op *** scherm. Er is **** abnormale kracht gebruikt oid. *** lijkt erop dat *** scherm reeds was beschadigd maar *** *** moeilijk bewijzen natuurlijk.,39,The Clumsy Dropper (Standard Accidental)
1216,59.0,1349.0,1349.0,1349.0,NL_DISCOUNT_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD1206,20/02/2022,20/02/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA22,21/02/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,"**** *** ongeluk plaats vond zat ik op de fiets *** werk naar ****, *** stormde vrij hard die *** en ik *** daadwerkelijk *** mijn fiets af gewaaid, door deze *** is mijn telefoon in mijn broekzak beschadigd geraakt ondanks dat er wel *** hoesje omheen zat. hierdoor zit er *** barst in *** scherm en werkt de fingerprint sensor niet **** goed.",1,0.0,0.04373610081541883,365.0,364.0,364.0,tier_appx_12mo,5,"**** *** ongeluk plaats vond zat ik op de fiets *** werk naar ****, *** stormde vrij hard die *** en ik *** daadwerkelijk *** mijn fiets af gewaaid, door deze *** is mijn telefoon in mijn broekzak beschadigd geraakt ondanks dat er wel *** hoesje omheen zat. hierdoor zit er *** barst in *** scherm en werkt de fingerprint sensor niet **** goed.",64,The Commuter (Transit Damage)
1217,59.0,1099.0,1099.0,1099.0,NL_DISCOUNT_ADLD_24M_UPFRONT_TABLETS,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD2404,24/02/2022,24/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA251,25/02/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,"I dropped Tablet while trying to  open the door on the pavement. It is so new I havent received my case yet.... First I thought it was ok, but there are **** fractions on the bottomright unfortunately",1,0.0,0.05368516833484986,730.0,729.0,729.0,tier_appx_24mo,6,"I dropped Tablet while trying to open the door on the pavement. It is so new I havent received my case yet.... First I thought it was ok, but there are **** fractions on the bottomright unfortunately",37,The Clumsy Dropper (Standard Accidental)
1218,45.0,509.0,509.0,509.0,NL_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT24,28/02/2022,28/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA252,28/02/2022,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,Telefoon zat in tas tas **** ***** ****** waardoor de telefoon ongelukkig is gevallen. De telefoon gaat nu nit **** ***. En *** verder niets ****.        ,1,0.0,0.08840864440078586,730.0,730.0,730.0,tier_appx_24mo,0,Telefoon zat in tas tas **** ***** ****** waardoor de telefoon ongelukkig is gevallen. De telefoon gaat nu nit **** ***. En *** verder niets ****.,26,The Clumsy Dropper (Standard Accidental)
